"STATISTIC","Statistic Label","C03387V04072","Expenditure type","C02553V03094","Household Size","TLIST(A1)","Year","UNIT","VALUE"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","-","All household sizes","2015","2015","Euro","2.04"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","001","1 person","2015","2015","Euro","0.92"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","003","2 persons","2015","2015","Euro","2.24"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","004","3 persons","2015","2015","Euro","2.37"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","006","4 persons","2015","2015","Euro","2.29"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","007","5 persons","2015","2015","Euro","2.97"
"HS208","Average weekly household expenditure","01010903","01.01.09.03 Beef steak - more expensive cuts","0091","6 + Persons","2015","2015","Euro","2.52"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","-","All household sizes","2015","2015","Euro","1.24"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","001","1 person","2015","2015","Euro","0.42"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","003","2 persons","2015","2015","Euro","0.99"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","004","3 persons","2015","2015","Euro","1.4"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","006","4 persons","2015","2015","Euro","1.86"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","007","5 persons","2015","2015","Euro","2.19"
"HS208","Average weekly household expenditure","01010904","01.01.09.04 Minced beef","0091","6 + Persons","2015","2015","Euro","2.48"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","-","All household sizes","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","001","1 person","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","003","2 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","004","3 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","006","4 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","007","5 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010905","01.01.09.05 All other uncooked beef and veal","0091","6 + Persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","-","All household sizes","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","001","1 person","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","003","2 persons","2015","2015","Euro","0.35"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","004","3 persons","2015","2015","Euro","0.41"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","006","4 persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","007","5 persons","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","01010906","01.01.09.06 Pork joints (including sides)","0091","6 + Persons","2015","2015","Euro","0.55"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","-","All household sizes","2015","2015","Euro","0.44"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","001","1 person","2015","2015","Euro","0.24"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","003","2 persons","2015","2015","Euro","0.43"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","004","3 persons","2015","2015","Euro","0.51"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","006","4 persons","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","007","5 persons","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","01010907","01.01.09.07 Pork chops","0091","6 + Persons","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","-","All household sizes","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","001","1 person","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","003","2 persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","004","3 persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","006","4 persons","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","007","5 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","01010908","01.01.09.08 Pork fillets and steaks","0091","6 + Persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","-","All household sizes","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","001","1 person","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","003","2 persons","2015","2015","Euro","0.24"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","004","3 persons","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","006","4 persons","2015","2015","Euro","0.37"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","007","5 persons","2015","2015","Euro","0.39"
"HS208","Average weekly household expenditure","01010909","01.01.09.09 Other pork - uncooked","0091","6 + Persons","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","-","All household sizes","2015","2015","Euro","0.91"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","001","1 person","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","003","2 persons","2015","2015","Euro","1.05"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","004","3 persons","2015","2015","Euro","0.92"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","006","4 persons","2015","2015","Euro","0.93"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","007","5 persons","2015","2015","Euro","1.34"
"HS208","Average weekly household expenditure","01010910","01.01.09.10 Bacon and ham joints - uncooked","0091","6 + Persons","2015","2015","Euro","1.15"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","-","All household sizes","2015","2015","Euro","1.21"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","001","1 person","2015","2015","Euro","0.61"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","003","2 persons","2015","2015","Euro","1.23"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","004","3 persons","2015","2015","Euro","1.29"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","006","4 persons","2015","2015","Euro","1.51"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","007","5 persons","2015","2015","Euro","1.65"
"HS208","Average weekly household expenditure","01010911","01.01.09.11 Bacon and ham rashers","0091","6 + Persons","2015","2015","Euro","1.89"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","-","All household sizes","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","001","1 person","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","003","2 persons","2015","2015","Euro","0.62"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","004","3 persons","2015","2015","Euro","0.62"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","006","4 persons","2015","2015","Euro","0.61"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","007","5 persons","2015","2015","Euro","0.65"
"HS208","Average weekly household expenditure","01010912","01.01.09.12 Lamb joints","0091","6 + Persons","2015","2015","Euro","1.39"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","-","All household sizes","2015","2015","Euro","0.34"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","001","1 person","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","003","2 persons","2015","2015","Euro","0.43"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","004","3 persons","2015","2015","Euro","0.34"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","006","4 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","007","5 persons","2015","2015","Euro","0.39"
"HS208","Average weekly household expenditure","01010913","01.01.09.13 Lamb chops","0091","6 + Persons","2015","2015","Euro","0.35"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","-","All household sizes","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","001","1 person","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","003","2 persons","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","004","3 persons","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","006","4 persons","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","007","5 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010914","01.01.09.14 Mutton and other lamb - not lamb offal","0091","6 + Persons","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","-","All household sizes","2015","2015","Euro","4.24"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","001","1 person","2015","2015","Euro","1.53"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","003","2 persons","2015","2015","Euro","3.54"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","004","3 persons","2015","2015","Euro","4.61"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","006","4 persons","2015","2015","Euro","6.34"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","007","5 persons","2015","2015","Euro","6.85"
"HS208","Average weekly household expenditure","01010915","01.01.09.15 Chicken - whole or parts","0091","6 + Persons","2015","2015","Euro","8.77"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","-","All household sizes","2015","2015","Euro","0.63"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","001","1 person","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","003","2 persons","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","004","3 persons","2015","2015","Euro","0.67"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","006","4 persons","2015","2015","Euro","0.82"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","007","5 persons","2015","2015","Euro","1.18"
"HS208","Average weekly household expenditure","01010916","01.01.09.16 Turkey - whole or parts","0091","6 + Persons","2015","2015","Euro","0.76"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","-","All household sizes","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","001","1 person","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","003","2 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","004","3 persons","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","006","4 persons","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","007","5 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010917","01.01.09.17 Poultry - other than chicken or turkey","0091","6 + Persons","2015","2015","Euro","0.13"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","-","All household sizes","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","001","1 person","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","004","3 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","006","4 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","007","5 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010918","01.01.09.18 Liver","0091","6 + Persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","-","All household sizes","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","001","1 person","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","003","2 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","004","3 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","006","4 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","007","5 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010919","01.01.09.19 Offal (other than liver)","0091","6 + Persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","-","All household sizes","2015","2015","Euro","1.03"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","001","1 person","2015","2015","Euro","0.5"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","003","2 persons","2015","2015","Euro","0.94"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","004","3 persons","2015","2015","Euro","1.16"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","006","4 persons","2015","2015","Euro","1.27"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","007","5 persons","2015","2015","Euro","1.59"
"HS208","Average weekly household expenditure","01010920","01.01.09.20 Sausages (uncooked) - pork","0091","6 + Persons","2015","2015","Euro","1.85"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","-","All household sizes","2015","2015","Euro","0.24"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","001","1 person","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","003","2 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","004","3 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","006","4 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","007","5 persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01010921","01.01.09.21 Black/white pudding","0091","6 + Persons","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","-","All household sizes","2015","2015","Euro","0.35"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","001","1 person","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","003","2 persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","004","3 persons","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","006","4 persons","2015","2015","Euro","0.59"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","007","5 persons","2015","2015","Euro","0.63"
"HS208","Average weekly household expenditure","01010922","01.01.09.22 Delicatessen type sausages (cooked or cured)","0091","6 + Persons","2015","2015","Euro","0.59"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","-","All household sizes","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","001","1 person","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","003","2 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","004","3 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","006","4 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","007","5 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010923","01.01.09.23 Sausages (uncooked) - other","0091","6 + Persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","-","All household sizes","2015","2015","Euro","0.47"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","001","1 person","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","003","2 persons","2015","2015","Euro","0.35"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","004","3 persons","2015","2015","Euro","0.55"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","006","4 persons","2015","2015","Euro","0.66"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","007","5 persons","2015","2015","Euro","0.91"
"HS208","Average weekly household expenditure","01010924","01.01.09.24 Burgers - not takeaway","0091","6 + Persons","2015","2015","Euro","0.88"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","-","All household sizes","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","001","1 person","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","003","2 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","004","3 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","006","4 persons","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","007","5 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010925","01.01.09.25 Corned beef, canned or sliced","0091","6 + Persons","2015","2015","Euro","0.13"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","-","All household sizes","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","004","3 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","006","4 persons","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","007","5 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010926","01.01.09.26 Other canned meat","0091","6 + Persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","-","All household sizes","2015","2015","Euro","0.53"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","001","1 person","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","003","2 persons","2015","2015","Euro","0.48"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","004","3 persons","2015","2015","Euro","0.45"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","006","4 persons","2015","2015","Euro","0.73"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","007","5 persons","2015","2015","Euro","0.77"
"HS208","Average weekly household expenditure","01010927","01.01.09.27 Cooked chicken and turkey","0091","6 + Persons","2015","2015","Euro","0.98"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","-","All household sizes","2015","2015","Euro","2.17"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","001","1 person","2015","2015","Euro","1.1"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","003","2 persons","2015","2015","Euro","1.94"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","004","3 persons","2015","2015","Euro","2.49"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","006","4 persons","2015","2015","Euro","2.74"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","007","5 persons","2015","2015","Euro","3.47"
"HS208","Average weekly household expenditure","01010928","01.01.09.28 Cooked ham and bacon","0091","6 + Persons","2015","2015","Euro","3.34"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","-","All household sizes","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","001","1 person","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","003","2 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","004","3 persons","2015","2015","Euro","0.23"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","006","4 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","007","5 persons","2015","2015","Euro","0.19"
"HS208","Average weekly household expenditure","01010929","01.01.09.29 Other cooked meat","0091","6 + Persons","2015","2015","Euro","0.28"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","-","All household sizes","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","001","1 person","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","003","2 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","004","3 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","006","4 persons","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","007","5 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01010930","01.01.09.30 Sausage rolls - (fresh only and ready to eat)","0091","6 + Persons","2015","2015","Euro","0.28"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","-","All household sizes","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","001","1 person","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","003","2 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","004","3 persons","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","006","4 persons","2015","2015","Euro","0.29"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","007","5 persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01010931","01.01.09.31 Meat pies, pasties and puddings - fresh and frozen","0091","6 + Persons","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","-","All household sizes","2015","2015","Euro","0.9"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","001","1 person","2015","2015","Euro","0.69"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","003","2 persons","2015","2015","Euro","0.86"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","004","3 persons","2015","2015","Euro","1.02"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","006","4 persons","2015","2015","Euro","1.02"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","007","5 persons","2015","2015","Euro","0.99"
"HS208","Average weekly household expenditure","01010932","01.01.09.32 Complete ready meals - containing meat","0091","6 + Persons","2015","2015","Euro","1.2"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","-","All household sizes","2015","2015","Euro","0.75"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","001","1 person","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","003","2 persons","2015","2015","Euro","0.62"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","004","3 persons","2015","2015","Euro","0.73"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","006","4 persons","2015","2015","Euro","1.24"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","007","5 persons","2015","2015","Euro","1.29"
"HS208","Average weekly household expenditure","01010933","01.01.09.33 Other convenience meat products","0091","6 + Persons","2015","2015","Euro","1.51"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","-","All household sizes","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","003","2 persons","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","004","3 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","006","4 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","007","5 persons","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","01010934","01.01.09.34 Pate, meat pastes/spreads","0091","6 + Persons","2015","2015","Euro","0.03"
